age;job;marital;education;balance;housing;loan;contact;duration;campaign;result
50;blue-collar;married;primary;33;1;0;unknown;134;8;0
58;admin.;married;secondary;3496;1;0;unknown;111;4;0
39;blue-collar;married;primary;592;1;0;unknown;222;2;0
55;unemployed;married;secondary;1108;1;1;unknown;75;4;0
44;blue-collar;single;secondary;-292;1;0;unknown;179;7;0
35;technician;single;secondary;1708;1;0;unknown;110;3;0
48;blue-collar;married;primary;235;1;0;unknown;58;4;0
37;blue-collar;married;unknown;-1050;1;0;unknown;548;2;0
31;admin.;single;secondary;2398;1;0;unknown;16;13;0
33;technician;single;tertiary;5234;0;0;unknown;213;3;0
37;blue-collar;married;secondary;954;1;0;unknown;402;9;0
33;student;single;tertiary;3404;1;0;unknown;312;3;0
23;blue-collar;single;secondary;27;1;0;unknown;280;2;0
33;blue-collar;single;secondary;6285;1;0;unknown;689;3;0
49;blue-collar;married;primary;355;1;0;unknown;253;7;0
51;entrepreneur;married;secondary;0;1;1;unknown;184;5;0
43;blue-collar;married;secondary;4309;1;0;unknown;43;15;0
49;management;divorced;tertiary;696;1;0;unknown;310;3;0
39;services;divorced;secondary;-718;1;0;unknown;90;4;0
38;blue-collar;married;primary;-854;1;0;unknown;194;4;0
42;management;married;secondary;12282;1;0;unknown;984;4;0
29;management;married;secondary;0;1;0;unknown;85;4;0
31;blue-collar;single;secondary;-575;1;0;unknown;153;9;0
39;management;married;primary;13;0;0;unknown;59;4;0
42;admin.;married;secondary;6445;1;0;unknown;20;8;0
40;unemployed;married;secondary;1960;1;0;unknown;605;6;1
42;blue-collar;married;secondary;130;0;0;unknown;180;3;0
52;technician;married;secondary;930;1;0;unknown;94;16;0
28;blue-collar;single;secondary;5149;1;0;unknown;232;3;0
29;blue-collar;single;secondary;260;1;0;unknown;707;14;1
44;management;divorced;tertiary;-411;1;0;unknown;432;4;1
23;services;single;secondary;342;1;0;unknown;152;6;0
35;management;married;tertiary;2529;1;0;unknown;104;7;0
41;services;married;tertiary;412;1;0;unknown;154;5;0
60;technician;divorced;secondary;11615;1;0;unknown;70;10;0
37;admin.;divorced;secondary;-165;1;0;unknown;48;2;0
36;management;single;tertiary;3139;0;0;unknown;182;5;0
31;technician;single;secondary;674;1;1;unknown;150;3;0
39;blue-collar;single;primary;-360;1;0;unknown;209;2;0
46;services;married;primary;43;1;0;unknown;86;5;0
30;entrepreneur;single;secondary;265;1;1;unknown;67;10;0
45;admin.;divorced;secondary;-121;1;0;unknown;197;5;0
47;services;married;secondary;344;1;0;unknown;87;1;0
54;admin.;single;secondary;2423;0;0;unknown;75;4;0
51;technician;married;secondary;1186;1;0;unknown;450;3;0
31;admin.;married;secondary;7634;1;1;unknown;216;1;0
36;management;single;tertiary;0;1;0;unknown;174;1;0
31;blue-collar;married;secondary;-446;0;0;unknown;180;1;0
39;blue-collar;single;secondary;277;1;0;unknown;20;8;0
38;blue-collar;married;secondary;648;1;0;unknown;179;1;0
49;admin.;single;secondary;-1193;1;1;unknown;73;1;0
58;management;married;tertiary;107;1;0;unknown;55;1;0
28;services;married;secondary;468;1;1;unknown;222;1;0
43;blue-collar;married;primary;-872;1;1;unknown;267;1;0
55;services;married;secondary;1695;1;0;unknown;69;2;0
31;technician;married;secondary;-292;1;1;unknown;186;1;0
52;blue-collar;divorced;primary;196;1;1;unknown;63;1;0
35;technician;single;tertiary;914;0;0;unknown;166;1;0
41;admin.;single;secondary;734;1;0;unknown;332;3;0
25;admin.;single;secondary;120;1;0;unknown;542;1;0
37;management;married;tertiary;1125;1;0;unknown;301;1;0
31;technician;single;tertiary;1166;1;0;unknown;207;1;0
34;blue-collar;single;secondary;13683;1;0;unknown;115;3;0
32;services;married;secondary;-790;1;0;unknown;159;1;0
46;technician;married;secondary;231;1;0;unknown;117;1;0
30;admin.;single;secondary;3809;1;0;unknown;159;4;0
42;management;married;tertiary;255;1;1;unknown;238;2;0
33;services;married;secondary;34;1;1;unknown;161;1;0
32;technician;single;secondary;1279;1;0;unknown;1173;3;1
38;management;married;tertiary;-562;1;0;unknown;206;1;0
30;admin.;married;secondary;-938;1;0;unknown;438;1;0
29;technician;single;tertiary;2893;1;0;unknown;250;1;0
43;blue-collar;married;primary;-120;1;0;unknown;46;1;0
41;blue-collar;married;secondary;-256;1;0;unknown;147;2;0
30;unemployed;single;secondary;-306;1;0;unknown;275;1;0
42;technician;single;unknown;344;1;0;unknown;26;7;0
37;technician;divorced;secondary;1772;0;0;unknown;202;1;0
31;unemployed;married;secondary;86;1;1;unknown;963;2;1
26;services;single;secondary;92;1;0;unknown;50;4;0
25;blue-collar;single;secondary;2096;1;0;unknown;236;2;0
51;management;married;tertiary;1355;1;0;unknown;272;1;0
30;technician;married;secondary;418;1;0;unknown;112;1;0
30;admin.;married;secondary;457;1;0;unknown;384;5;0
28;admin.;single;secondary;1323;1;0;unknown;361;1;0
27;management;single;tertiary;450;1;0;unknown;49;1;0
26;admin.;single;secondary;317;1;0;unknown;953;1;0
54;blue-collar;divorced;unknown;1545;1;0;unknown;148;2;0
25;blue-collar;married;primary;-589;1;0;unknown;233;1;0
26;technician;single;secondary;3070;1;0;unknown;409;1;0
27;blue-collar;single;secondary;446;1;0;unknown;194;1;0
29;blue-collar;married;secondary;-475;1;0;unknown;538;2;0
21;unemployed;married;secondary;2062;1;0;unknown;103;1;0
25;admin.;single;tertiary;407;1;0;unknown;579;1;0
44;services;married;secondary;646;1;0;unknown;183;4;0
35;admin.;single;secondary;182;1;0;unknown;117;1;0
28;blue-collar;married;secondary;0;1;1;unknown;210;1;0
42;technician;married;secondary;-129;1;0;unknown;175;1;0
29;technician;married;primary;1761;1;0;unknown;186;1;0
30;services;married;secondary;227;0;1;unknown;23;1;0
43;technician;married;secondary;463;0;0;unknown;268;1;0
54;management;single;tertiary;0;1;0;unknown;68;1;0
41;blue-collar;single;secondary;948;1;0;unknown;157;1;0
36;housemaid;married;primary;191;1;0;unknown;132;1;0
42;blue-collar;married;primary;187;1;0;unknown;43;1;0
42;services;married;secondary;3689;1;0;unknown;363;1;0
36;technician;single;tertiary;743;1;0;unknown;517;1;0
52;management;married;tertiary;575;0;0;unknown;315;1;0
40;blue-collar;married;secondary;-605;1;1;unknown;143;1;0
39;unemployed;married;secondary;0;1;0;unknown;73;1;0
49;blue-collar;married;primary;2068;1;0;unknown;45;1;0
41;self-employed;married;secondary;2812;1;0;unknown;447;1;0
48;technician;divorced;secondary;-154;0;0;unknown;342;3;0
50;management;married;tertiary;1854;1;1;unknown;119;2;0
44;admin.;divorced;secondary;776;1;0;unknown;150;1;0
45;technician;married;secondary;4466;1;0;unknown;110;1;0
49;management;divorced;tertiary;9326;1;0;unknown;166;1;0
34;admin.;married;secondary;220;1;0;unknown;65;13;0
46;blue-collar;married;primary;596;1;0;unknown;404;13;0
38;technician;single;secondary;12926;1;0;unknown;280;1;0
48;services;married;secondary;2877;1;0;unknown;157;1;0
47;blue-collar;married;primary;-127;1;0;unknown;170;3;0
58;retired;married;secondary;3909;1;0;unknown;80;1;0
45;blue-collar;married;secondary;784;1;1;unknown;34;1;0
38;management;married;tertiary;1221;1;0;unknown;258;1;0
37;management;single;tertiary;1449;0;0;unknown;291;1;0
37;blue-collar;married;primary;1534;1;0;unknown;126;4;0
37;self-employed;married;tertiary;1510;1;0;unknown;88;2;0
40;self-employed;married;secondary;-754;1;1;unknown;941;3;1
23;services;married;secondary;1309;1;0;unknown;349;2;0
38;blue-collar;married;secondary;205;1;0;unknown;170;1;0
43;entrepreneur;married;secondary;3862;1;0;unknown;102;1;0
55;admin.;divorced;secondary;873;1;1;unknown;131;1;0
53;blue-collar;married;primary;358;1;0;unknown;384;1;0
42;entrepreneur;married;secondary;2869;1;0;unknown;440;1;0
48;management;divorced;tertiary;1669;1;0;unknown;143;1;0
36;blue-collar;married;secondary;13;0;0;unknown;284;1;0
45;retired;married;primary;0;0;0;unknown;290;1;0
28;entrepreneur;single;secondary;1734;1;0;unknown;161;3;0
37;management;married;tertiary;0;1;0;unknown;247;13;0
40;retired;single;secondary;1734;1;0;unknown;123;4;0
44;blue-collar;married;secondary;3813;1;0;unknown;771;1;0
44;technician;married;secondary;497;1;0;unknown;103;2;0
38;services;married;secondary;823;1;0;unknown;132;5;0
38;blue-collar;married;secondary;769;1;0;unknown;235;1;0
43;entrepreneur;married;secondary;0;0;0;unknown;1025;7;1
37;blue-collar;married;secondary;67;0;0;unknown;45;2;0
37;blue-collar;married;secondary;-399;1;1;unknown;21;3;0
58;services;married;primary;943;1;0;unknown;243;3;0
40;self-employed;married;primary;435;1;1;unknown;131;5;0
35;blue-collar;married;secondary;412;1;0;unknown;316;1;0
26;management;single;tertiary;-630;1;1;unknown;192;2;0
34;blue-collar;single;unknown;6141;1;0;unknown;145;1;0
46;blue-collar;married;secondary;572;1;0;unknown;288;2;0
37;blue-collar;married;primary;907;1;0;unknown;23;1;0
24;blue-collar;married;secondary;1073;1;0;unknown;569;2;0
33;services;married;secondary;334;1;0;unknown;23;1;0
32;technician;single;secondary;471;1;0;unknown;379;2;0
36;blue-collar;married;secondary;16402;1;0;unknown;406;3;0
48;services;divorced;secondary;4408;1;0;unknown;106;6;0
57;retired;married;secondary;519;1;0;unknown;393;3;0
39;unemployed;married;secondary;270;1;0;unknown;116;1;0
31;blue-collar;married;primary;746;1;1;unknown;25;1;0
35;services;divorced;secondary;-269;1;0;unknown;118;2;0
30;management;single;tertiary;218;0;0;unknown;75;1;0
32;management;single;tertiary;12686;1;0;unknown;54;1;0
39;blue-collar;married;primary;572;1;1;unknown;235;1;0
38;technician;married;secondary;27;1;0;unknown;404;4;0
37;services;married;secondary;0;1;0;unknown;126;1;0
30;admin.;married;secondary;-366;1;1;unknown;102;1;0
35;management;single;tertiary;4788;1;0;unknown;227;1;0
49;blue-collar;married;secondary;-581;1;0;unknown;123;5;0
30;blue-collar;married;primary;346;1;0;unknown;135;1;0
23;blue-collar;single;secondary;1311;1;0;unknown;100;3;0
32;admin.;single;secondary;725;1;0;unknown;303;1;0
27;management;single;secondary;178;1;0;unknown;732;2;1
30;management;single;tertiary;2186;1;0;unknown;366;1;0
32;management;single;tertiary;974;1;0;unknown;228;1;0
31;admin.;single;secondary;1588;1;0;unknown;14;1;0
32;services;married;secondary;1464;1;0;unknown;193;1;0
32;blue-collar;married;secondary;931;1;0;unknown;409;1;0
30;management;single;tertiary;149;1;0;unknown;220;2;0
35;blue-collar;married;secondary;11;0;0;unknown;32;3;0
37;technician;single;secondary;466;1;0;unknown;231;2;0
30;management;single;tertiary;234;1;0;unknown;242;2;0
46;blue-collar;married;secondary;243;1;0;unknown;310;4;0
32;management;divorced;secondary;-107;1;0;unknown;216;2;0
34;management;single;tertiary;618;1;0;unknown;119;4;0
33;services;single;secondary;6531;1;0;unknown;495;3;0
59;management;married;tertiary;202;1;0;unknown;128;6;0
30;services;married;secondary;0;1;1;unknown;185;1;0
31;admin.;single;secondary;527;1;0;unknown;722;2;0
40;blue-collar;married;primary;1698;1;1;unknown;240;5;0
31;admin.;single;secondary;2104;1;0;unknown;455;1;0
31;technician;married;tertiary;859;1;0;unknown;138;2;0
33;technician;married;secondary;1021;1;0;unknown;361;3;0
27;admin.;single;secondary;691;1;0;unknown;418;2;0
31;admin.;single;primary;-263;1;0;unknown;208;1;0
29;services;single;secondary;498;1;0;unknown;177;26;0
44;admin.;married;tertiary;1588;1;0;unknown;84;15;0
36;blue-collar;single;secondary;35;1;0;unknown;435;3;0
37;management;married;secondary;341;0;0;unknown;120;2;0
24;admin.;single;secondary;66;1;0;unknown;825;1;0
51;self-employed;divorced;secondary;1291;1;0;unknown;51;2;0
32;blue-collar;married;secondary;1780;1;1;unknown;238;6;0
36;technician;divorced;tertiary;1762;1;0;unknown;259;1;0
30;services;divorced;secondary;167;1;0;unknown;237;2;0
47;admin.;married;secondary;0;0;0;unknown;110;2;0
37;services;single;secondary;278;1;0;unknown;1045;3;1
27;blue-collar;married;secondary;818;1;0;unknown;188;5;0
32;admin.;married;secondary;277;1;0;unknown;231;12;0
47;management;divorced;tertiary;-478;1;0;unknown;27;6;0
45;blue-collar;married;secondary;-221;1;1;unknown;170;1;0
28;blue-collar;married;secondary;269;1;0;unknown;615;1;0
53;entrepreneur;divorced;unknown;4736;1;0;unknown;676;5;0
45;management;married;tertiary;1373;1;0;unknown;192;4;0
33;management;married;tertiary;3456;1;0;unknown;258;2;0
41;blue-collar;divorced;secondary;47;1;0;unknown;85;1;0
28;blue-collar;married;secondary;217;1;0;unknown;860;1;0
35;technician;married;tertiary;2188;1;0;unknown;680;2;0
47;management;divorced;tertiary;17964;1;0;unknown;165;2;0
27;services;single;secondary;3110;1;0;unknown;356;2;0
30;blue-collar;single;secondary;855;1;0;unknown;235;2;0
40;management;single;tertiary;1820;1;1;unknown;173;3;0
34;blue-collar;single;secondary;-42;1;1;unknown;294;2;0
39;self-employed;single;tertiary;1132;1;0;unknown;216;1;0
26;services;single;secondary;76;1;0;unknown;177;1;0
27;entrepreneur;single;tertiary;512;1;1;unknown;220;1;0
45;blue-collar;married;secondary;7858;1;0;unknown;641;2;0
43;entrepreneur;married;tertiary;2589;0;0;unknown;38;3;0
34;management;single;tertiary;340;1;0;unknown;633;28;0
30;entrepreneur;single;tertiary;-63;1;0;unknown;94;1;0
45;blue-collar;married;primary;147;1;0;unknown;478;2;0
43;admin.;married;secondary;429;1;1;unknown;35;32;0
48;services;single;secondary;3778;1;0;unknown;46;6;0
25;technician;single;secondary;-80;1;1;unknown;89;1;0
35;blue-collar;married;unknown;56;1;0;unknown;130;1;0
29;housemaid;married;secondary;243;1;0;unknown;35;1;0
38;services;married;primary;-93;1;0;unknown;263;1;0
39;blue-collar;married;secondary;203;1;0;unknown;143;1;0
24;blue-collar;single;unknown;431;1;0;unknown;108;12;0
43;technician;single;tertiary;27733;1;0;unknown;164;7;0
28;services;single;secondary;3575;1;0;unknown;245;1;0
35;services;single;secondary;-437;1;0;unknown;43;5;0
31;services;single;secondary;124;1;0;unknown;154;4;0
23;services;single;secondary;425;1;0;unknown;768;1;1
40;blue-collar;married;primary;919;1;0;unknown;327;2;0
38;management;single;tertiary;1602;1;0;unknown;215;3;0
32;blue-collar;married;secondary;478;1;0;unknown;200;1;0
26;technician;married;tertiary;-488;1;0;unknown;320;1;0
25;management;married;primary;168;1;0;unknown;801;1;1
31;entrepreneur;single;tertiary;0;0;0;unknown;31;5;0
32;technician;single;secondary;258;0;0;unknown;114;3;0
43;blue-collar;divorced;primary;25;1;0;unknown;236;7;0
39;entrepreneur;divorced;tertiary;208;1;0;unknown;201;2;0
36;blue-collar;married;secondary;-100;1;0;unknown;369;2;0
26;blue-collar;single;secondary;-36;1;0;unknown;482;2;1
44;services;married;secondary;-1621;1;1;unknown;171;5;0
47;blue-collar;divorced;primary;126;1;0;unknown;2456;2;1
40;blue-collar;married;primary;0;1;0;unknown;329;3;0
44;technician;married;secondary;8938;1;0;unknown;94;18;0
30;management;single;tertiary;7845;1;0;unknown;59;1;0
34;blue-collar;married;primary;765;1;0;unknown;111;7;0
37;services;married;secondary;1325;0;0;unknown;72;3;0
30;management;married;tertiary;1476;1;1;unknown;199;4;0
44;admin.;married;secondary;399;1;1;unknown;271;2;0
31;management;single;tertiary;-24;1;1;unknown;589;6;0
41;services;married;secondary;146;1;1;unknown;199;1;0
35;blue-collar;single;secondary;0;1;0;unknown;113;3;0
38;blue-collar;married;primary;0;1;0;unknown;179;2;0
31;blue-collar;married;secondary;60;1;0;unknown;215;10;0
54;services;single;secondary;559;1;1;unknown;242;6;0
35;technician;divorced;tertiary;692;1;0;unknown;129;1;0
49;admin.;married;secondary;0;1;1;unknown;50;3;0
26;blue-collar;single;secondary;17891;1;0;unknown;239;1;0
28;blue-collar;married;primary;459;1;1;unknown;178;1;0
32;management;single;tertiary;156;1;0;unknown;81;6;0
33;unemployed;single;unknown;170;1;0;unknown;327;1;0
27;blue-collar;single;secondary;6010;1;0;unknown;604;1;0
31;blue-collar;divorced;secondary;-306;0;0;unknown;137;2;0
42;management;divorced;tertiary;461;1;0;unknown;72;1;0
39;admin.;single;secondary;1078;0;0;unknown;199;3;0
34;management;married;tertiary;912;1;0;unknown;372;1;0
25;services;single;secondary;895;1;0;unknown;167;1;0
45;management;married;secondary;21;1;0;unknown;788;2;0
28;management;married;tertiary;3844;1;0;unknown;132;2;0
49;self-employed;married;secondary;0;1;0;unknown;51;9;0
48;blue-collar;married;secondary;-6;1;0;unknown;161;1;0
44;blue-collar;married;primary;1066;1;0;unknown;25;1;0
51;admin.;married;secondary;788;1;0;unknown;959;6;0
33;management;single;tertiary;0;0;0;unknown;30;1;0
26;services;single;secondary;-224;1;1;unknown;189;1;0
23;blue-collar;single;secondary;-207;1;0;unknown;277;1;0
43;blue-collar;married;primary;0;1;0;unknown;215;3;0
38;admin.;divorced;secondary;4630;1;0;unknown;133;3;0
57;technician;divorced;secondary;910;1;0;unknown;183;2;0
40;management;single;tertiary;1845;1;0;unknown;134;3;0
41;blue-collar;divorced;primary;2195;1;0;unknown;211;5;0
43;blue-collar;married;unknown;705;1;0;unknown;80;4;0
39;management;married;tertiary;661;1;0;unknown;220;3;0
37;admin.;married;unknown;2236;1;0;unknown;495;2;0
27;admin.;single;secondary;295;1;0;unknown;148;13;0
30;blue-collar;married;secondary;-18;0;0;unknown;157;2;0
39;management;single;secondary;1623;1;0;unknown;348;2;0
34;blue-collar;single;primary;246;0;0;unknown;81;5;0
28;technician;single;secondary;-298;1;0;unknown;559;7;0
43;blue-collar;married;primary;3131;1;0;unknown;441;3;0
41;management;married;tertiary;437;1;0;unknown;14;21;0
38;management;married;tertiary;980;0;0;unknown;662;5;0
31;blue-collar;married;primary;576;1;1;unknown;230;3;0
34;admin.;single;secondary;1254;0;0;unknown;87;3;0
61;retired;married;primary;296;1;1;unknown;323;2;0
38;blue-collar;married;primary;2472;1;0;unknown;176;2;0
31;admin.;single;secondary;678;1;0;unknown;117;4;0
45;services;single;primary;1893;1;0;unknown;1259;6;1
28;blue-collar;single;primary;0;1;1;unknown;380;4;0
45;admin.;married;secondary;-547;1;0;unknown;214;2;0
39;blue-collar;married;primary;766;1;0;unknown;350;3;0
29;services;married;primary;711;1;0;unknown;136;4;0
26;technician;single;secondary;544;1;1;unknown;56;5;0
36;management;married;tertiary;27359;1;0;unknown;71;2;0
54;admin.;married;primary;976;1;0;unknown;137;3;0
58;technician;married;unknown;-205;1;0;unknown;497;2;0
45;blue-collar;married;primary;194;1;1;unknown;81;2;0
30;technician;single;tertiary;256;1;0;unknown;276;2;0
52;admin.;married;secondary;70;1;0;unknown;68;2;0
28;services;single;primary;302;0;0;unknown;248;9;0
42;blue-collar;married;primary;1017;1;0;unknown;11;18;0
45;services;married;secondary;3638;1;1;unknown;313;7;0
57;retired;married;primary;-171;1;0;unknown;397;2;0
52;unemployed;married;secondary;2251;1;0;unknown;58;9;0
39;management;married;tertiary;0;1;0;unknown;164;2;0
35;admin.;married;secondary;-87;1;0;unknown;1363;7;1
39;admin.;single;secondary;548;1;0;unknown;296;2;0
28;admin.;married;secondary;1582;1;0;unknown;816;2;0
38;blue-collar;married;secondary;284;1;1;unknown;1030;6;0
38;blue-collar;single;unknown;10;1;0;unknown;266;10;0
30;technician;single;tertiary;432;1;1;unknown;180;3;0
31;management;single;tertiary;-205;1;0;unknown;56;12;0
32;services;married;secondary;2796;1;0;unknown;143;8;0
44;blue-collar;married;primary;2958;1;0;unknown;229;2;0
31;technician;single;secondary;205;1;0;unknown;342;2;0
28;blue-collar;married;secondary;5611;1;0;unknown;340;2;0
37;admin.;married;secondary;1345;1;0;unknown;59;2;0
57;retired;married;unknown;316;1;0;unknown;72;8;0
36;management;married;tertiary;0;1;1;unknown;599;3;0
35;admin.;single;secondary;2201;1;0;unknown;354;3;0
34;blue-collar;married;secondary;90;1;0;unknown;77;8;0
38;blue-collar;married;primary;635;1;0;unknown;157;2;0
58;management;divorced;tertiary;50;1;0;unknown;109;4;0
39;admin.;married;secondary;46;0;0;unknown;187;2;0
45;technician;single;secondary;1044;1;0;unknown;239;8;0
48;blue-collar;married;secondary;750;1;0;unknown;246;5;0
23;blue-collar;single;secondary;4084;1;0;unknown;118;7;0
42;technician;divorced;tertiary;147;1;0;unknown;254;21;0
35;management;married;tertiary;298;1;0;unknown;281;7;0
29;admin.;single;unknown;2083;1;0;unknown;94;2;0
48;entrepreneur;married;secondary;183;1;0;unknown;203;9;0
41;management;single;tertiary;256;1;0;unknown;140;6;0
55;unknown;married;secondary;-208;1;0;unknown;148;2;0
27;blue-collar;married;primary;1002;1;0;unknown;583;1;0
28;blue-collar;married;secondary;228;1;0;unknown;328;9;0
44;services;divorced;secondary;-574;1;0;unknown;172;2;0
37;blue-collar;single;secondary;277;1;0;unknown;87;6;0
57;services;single;secondary;1430;1;0;unknown;666;5;0
29;self-employed;married;tertiary;3931;1;0;unknown;73;4;0
53;services;divorced;secondary;43;1;0;unknown;70;6;0
27;technician;single;secondary;3;0;0;unknown;68;6;0
32;management;single;tertiary;131;0;0;unknown;267;3;0
25;management;single;tertiary;2399;1;0;unknown;193;2;0
56;admin.;divorced;primary;207;1;0;unknown;88;4;0
36;blue-collar;married;secondary;6290;1;0;unknown;19;20;0
34;services;single;primary;654;0;0;unknown;604;14;0
42;management;married;tertiary;-409;0;0;unknown;290;3;0
49;blue-collar;married;primary;387;1;1;unknown;67;5;0
39;blue-collar;married;primary;2615;1;0;unknown;88;6;0
50;admin.;divorced;secondary;3043;1;0;unknown;113;4;0
27;blue-collar;married;primary;60;1;0;unknown;550;1;0
27;student;single;secondary;298;1;0;unknown;52;1;0
41;technician;married;secondary;3;1;1;unknown;197;3;0
33;blue-collar;married;secondary;-409;1;0;unknown;235;3;0
34;management;divorced;tertiary;224;0;0;unknown;120;11;0
30;technician;single;secondary;3107;1;0;unknown;1516;2;0
26;blue-collar;single;secondary;1802;1;0;unknown;28;19;0
51;blue-collar;married;primary;303;1;0;unknown;87;7;0
31;technician;single;tertiary;321;1;0;unknown;25;16;0
51;technician;single;tertiary;11222;1;0;unknown;151;7;0
29;admin.;single;tertiary;4737;1;0;unknown;226;1;0
44;unemployed;married;secondary;-505;1;0;unknown;113;11;0
28;blue-collar;married;secondary;1958;1;0;unknown;196;1;0
46;admin.;married;primary;-335;1;0;unknown;272;1;0
23;blue-collar;single;primary;8627;1;0;unknown;281;1;0
32;technician;single;tertiary;6281;1;0;unknown;1336;4;1
31;admin.;single;secondary;437;1;1;unknown;173;14;0
33;management;married;tertiary;982;0;0;unknown;735;17;0
35;management;married;unknown;1128;1;0;unknown;457;1;0
36;technician;single;secondary;7503;1;0;unknown;25;1;0
57;admin.;divorced;secondary;-461;1;1;unknown;145;8;0
36;services;married;secondary;895;1;1;unknown;622;1;0
41;technician;married;unknown;-1136;1;1;unknown;89;1;0
41;admin.;single;secondary;400;1;0;unknown;99;6;0
45;technician;married;secondary;1003;1;0;unknown;71;1;0
48;blue-collar;single;primary;1938;1;0;unknown;407;1;0
29;services;single;secondary;-527;1;1;unknown;250;1;0
45;management;divorced;secondary;644;1;0;unknown;633;1;1
33;management;married;tertiary;1165;1;0;unknown;462;2;0
51;blue-collar;married;secondary;-92;1;0;unknown;28;4;0
38;admin.;married;tertiary;342;1;0;unknown;1138;1;0
59;management;divorced;tertiary;1611;1;0;unknown;107;2;0
46;technician;married;secondary;0;1;0;unknown;242;5;0
31;technician;divorced;secondary;10787;1;0;unknown;135;2;0
49;services;single;secondary;308;1;0;unknown;96;3;0
33;services;married;secondary;39;1;0;unknown;66;4;0
34;services;single;secondary;258;1;0;unknown;131;2;0
42;admin.;single;secondary;336;1;0;unknown;46;2;0
41;technician;single;unknown;454;1;0;unknown;267;2;0
49;blue-collar;married;primary;-347;1;1;unknown;213;3;0
24;blue-collar;married;secondary;-389;1;1;unknown;1242;1;1
48;blue-collar;married;primary;160;1;0;unknown;109;3;0
43;technician;married;secondary;369;1;0;unknown;75;3;0
44;management;married;tertiary;529;1;0;unknown;129;4;0
44;blue-collar;married;primary;924;1;0;unknown;89;3;0
52;admin.;divorced;secondary;2002;0;0;unknown;103;4;0
54;blue-collar;divorced;primary;215;1;0;unknown;71;5;0
43;technician;divorced;secondary;365;1;0;unknown;406;2;0
42;management;married;tertiary;344;1;1;unknown;66;2;0
36;blue-collar;married;secondary;136;1;0;unknown;38;2;0
41;admin.;single;secondary;-22;1;0;unknown;166;2;0
31;technician;married;tertiary;0;1;0;unknown;67;2;0
33;services;married;secondary;450;1;0;unknown;121;4;0
30;admin.;divorced;secondary;377;1;0;unknown;524;15;1
33;blue-collar;single;secondary;76;1;0;unknown;1141;4;1
37;services;married;secondary;780;1;0;unknown;125;5;0
27;blue-collar;single;secondary;1065;1;1;unknown;313;1;0
22;services;married;primary;7982;1;0;unknown;18;1;0
29;admin.;married;secondary;943;1;0;unknown;355;1;0
28;blue-collar;single;secondary;0;1;0;unknown;237;1;0
59;retired;divorced;secondary;284;0;1;unknown;265;2;0
51;technician;married;secondary;1446;1;0;unknown;84;7;0
23;student;single;secondary;4409;1;0;unknown;299;1;0
29;services;single;secondary;-565;1;0;unknown;109;1;0
29;services;single;secondary;-271;1;0;unknown;578;1;1
60;retired;married;primary;1664;1;0;unknown;142;2;0
27;services;married;secondary;-1202;1;0;unknown;749;2;0
28;admin.;single;secondary;-625;1;0;unknown;102;1;0
29;management;single;tertiary;1566;1;0;unknown;233;1;0
38;blue-collar;married;primary;5839;1;0;unknown;984;2;1
34;services;married;secondary;-211;1;0;unknown;16;8;0
29;admin.;single;secondary;-309;1;1;unknown;215;1;0
35;management;married;tertiary;5057;1;0;unknown;193;10;0
28;admin.;single;tertiary;4;0;0;unknown;148;11;0
28;management;single;tertiary;4013;1;0;unknown;386;1;0
29;admin.;married;secondary;708;1;0;unknown;194;1;0
57;management;single;secondary;137;1;0;unknown;91;4;0
26;admin.;single;secondary;-12;1;0;unknown;98;1;0
39;blue-collar;married;secondary;1386;1;1;unknown;193;2;0
27;admin.;married;secondary;4144;1;0;unknown;132;1;0
26;services;married;secondary;-285;1;1;unknown;279;1;0
36;management;divorced;tertiary;3611;1;0;unknown;347;3;0
24;technician;single;secondary;2019;1;0;unknown;1045;1;0
23;blue-collar;single;primary;145;1;0;unknown;1519;1;0
25;services;single;secondary;556;1;1;unknown;361;1;0
24;blue-collar;single;secondary;0;1;0;unknown;204;1;0
21;blue-collar;single;secondary;-59;1;1;unknown;83;1;0
25;technician;married;secondary;-276;1;0;unknown;105;1;0
34;blue-collar;married;secondary;587;1;0;unknown;77;8;0
30;services;single;secondary;773;1;1;unknown;29;1;0
27;blue-collar;married;secondary;6196;1;0;unknown;355;1;0
29;blue-collar;married;secondary;296;1;0;unknown;153;1;0
26;blue-collar;single;unknown;477;1;0;unknown;87;1;0
35;entrepreneur;married;secondary;2008;0;0;unknown;178;6;0
27;management;single;tertiary;648;1;1;unknown;174;1;0
25;blue-collar;single;secondary;330;1;0;unknown;605;1;0
23;blue-collar;single;secondary;492;1;0;unknown;638;1;1
22;student;single;secondary;111;1;0;unknown;89;1;0
31;blue-collar;single;secondary;-173;1;0;unknown;121;2;0
27;blue-collar;married;secondary;-132;1;0;unknown;216;1;0
23;services;single;secondary;966;1;0;unknown;83;2;0
24;admin.;married;secondary;262;1;0;unknown;69;3;0
29;blue-collar;single;secondary;353;1;0;unknown;184;1;0
24;blue-collar;single;secondary;476;1;0;unknown;161;1;0
25;management;single;tertiary;493;1;0;unknown;301;1;0
27;admin.;divorced;secondary;76;1;0;unknown;236;1;0
30;admin.;single;secondary;-242;0;0;unknown;276;1;0
29;blue-collar;single;secondary;-37;1;0;unknown;182;1;0
33;blue-collar;married;secondary;355;1;0;unknown;87;3;0
